0.03,0.08,-0.29,-0.02,0.02,0.11
0.03,0.08,-0.29,-0.02,0.02,0.11
1.02,2.29,-8.55,-0.14,0.16,0.43
1.57,1.77,-8.73,-0.21,0.15,0.31
1.90,1.59,-9.41,-0.07,0.04,0.21
1.20,1.44,-10.33,-0.07,0.08,0.06
0.99,1.98,-10.58,-0.03,-0.23,0.11
0.36,2.26,-10.84,-0.03,-0.20,0.07
0.66,2.51,-10.56,-0.16,-0.02,0.24
1.42,2.63,-10.77,-0.08,-0.11,0.42
1.68,2.37,-10.64,-0.03,-0.11,0.27
1.79,2.26,-10.81,0.01,-0.16,0.18
1.78,2.41,-10.88,-0.07,-0.17,0.15
1.42,2.57,-10.85,-0.13,-0.15,0.05
1.42,2.59,-10.31,-0.29,-0.19,0.02
1.11,2.65,-10.32,-0.27,-0.09,-0.01
0.68,2.67,-10.27,-0.41,-0.25,-0.07
0.72,2.51,-9.70,-0.53,-0.21,-0.07
0.77,1.52,-8.08,-0.67,-0.04,-0.06
1.70,1.16,-5.31,-0.82,0.52,0.12
3.19,-1.75,-0.50,-0.45,0.66,0.08
6.42,-6.31,2.39,1.02,0.55,-0.14
6.42,-6.56,-1.42,3.04,1.29,-0.76
2.04,-2.27,-18.70,4.31,2.61,-1.15
1.18,0.81,-31.71,3.68,2.05,-0.86
1.06,3.89,-31.63,0.66,2.12,-0.15
0.66,3.24,-25.29,-0.36,-0.35,0.24
1.70,2.09,-20.31,-1.08,-1.67,0.57
2.75,0.07,-17.55,-1.87,-2.31,0.89
4.74,-1.92,-12.58,-2.15,-2.98,1.09
5.84,-3.52,-6.80,-2.55,-1.26,1.05
6.02,-3.88,-2.61,-2.53,-0.69,0.76
5.53,-4.05,-0.06,-2.19,-0.31,0.24
4.03,-3.88,-0.36,-1.38,0.34,-0.02
2.83,-3.47,1.25,-0.44,-0.04,-0.14
1.72,-2.47,1.90,0.79,0.61,-0.03
0.56,-1.66,-0.98,2.21,1.75,0.07
1.86,-1.09,-12.46,3.59,2.02,0.55
3.54,0.79,-17.34,3.61,2.42,0.51
3.49,1.70,-24.64,2.57,2.56,0.74
4.23,2.55,-26.86,1.24,-0.31,1.20
2.84,2.02,-24.73,-0.24,-0.01,0.58
2.66,0.41,-19.86,-1.54,-1.05,0.52
4.30,-0.65,-15.15,-2.57,-2.27,0.91
4.59,-1.10,-9.81,-3.03,-2.07,1.10
4.94,-1.36,-4.78,-2.76,-1.42,1.01
5.82,-0.86,-3.85,-1.92,-0.53,0.84
