0.05,0.05,-0.31,-0.10,-0.26,0.02
0.05,0.05,-0.31,-0.10,-0.26,0.02
1.29,1.95,-8.90,-0.39,-0.93,0.06
-0.13,1.99,-10.02,-0.26,-0.70,-0.29
-0.87,2.27,-10.29,-0.08,-0.52,-0.22
-1.16,2.41,-10.68,-0.04,-0.21,-0.02
-0.88,2.14,-10.80,0.05,0.14,0.03
-0.71,1.94,-10.75,0.13,0.26,0.11
-0.46,1.97,-10.58,0.14,0.18,0.15
-0.42,1.94,-10.73,0.15,0.09,0.15
-0.29,1.83,-10.60,0.12,0.02,0.14
-0.05,1.80,-10.86,0.06,0.12,0.09
-0.06,1.75,-10.68,-0.06,0.13,0.01
-0.18,1.79,-10.44,-0.06,0.03,-0.02
-0.32,1.74,-10.16,-0.06,-0.04,-0.04
-0.39,1.81,-10.34,0.04,-0.06,-0.01
-0.61,1.62,-10.66,-0.00,-0.01,0.11
-0.37,1.56,-10.60,-0.01,-0.05,0.15
-0.40,1.63,-10.84,-0.12,0.12,0.16
-0.17,1.82,-10.73,-0.27,0.17,0.23
-0.06,1.93,-10.73,-0.30,0.12,0.20
-0.05,2.22,-10.69,-0.28,0.06,0.17
0.16,2.49,-10.58,-0.32,0.04,0.17
0.31,2.98,-10.90,-0.29,0.09,0.11
0.81,3.10,-10.63,-0.37,0.06,0.09
1.15,2.89,-10.33,-0.40,0.15,-0.00
2.05,2.52,-9.50,-0.38,0.23,-0.11
3.11,2.47,-8.76,-0.21,0.54,-0.24
4.89,1.94,-7.35,-0.07,1.16,-0.65
4.88,0.79,-6.67,0.09,2.52,-1.30
4.91,-0.40,-5.77,0.66,2.90,-1.79
2.97,-2.13,-4.75,1.15,3.86,-2.12
2.20,-3.51,-7.35,2.27,3.48,-1.70
1.08,-5.36,-11.55,2.47,3.00,-0.86
2.38,-5.85,-16.03,2.48,2.95,0.06
4.16,-5.16,-15.72,1.14,3.25,0.73
8.00,-4.88,-14.46,0.17,2.24,1.57
10.89,-3.78,-13.10,-0.36,1.53,2.03
11.08,-2.97,-11.88,-0.81,0.72,2.22
10.32,-1.56,-13.02,-1.09,-1.22,2.74
12.62,-1.64,-11.44,-1.81,-2.10,2.96
13.60,-0.08,-10.35,-2.58,-2.16,2.47
14.96,-1.09,-8.12,-3.21,-2.63,1.78
16.46,-1.28,-7.31,-3.79,-3.60,1.37
12.38,-0.74,-4.50,-4.16,-3.54,-0.01
6.11,-0.01,-3.39,-3.29,-2.57,-1.60
1.20,0.06,-4.02,-1.75,-1.01,-2.22
-2.82,-1.13,-6.06,-0.36,-0.35,-2.07
-4.48,-1.37,-8.77,0.53,-0.50,-1.28
-4.12,-0.29,-8.57,0.39,0.04,-0.68
-0.41,1.70,-10.56,-0.04,-0.00,0.02
-0.31,1.67,-10.64,-0.05,-0.03,0.03
-0.23,1.55,-10.46,-0.01,-0.02,-0.01
-0.05,1.39,-10.29,0.05,0.04,-0.00
-0.19,1.56,-10.26,0.09,0.19,-0.04
-0.07,1.63,-10.41,0.03,0.10,-0.01
-0.29,1.51,-10.65,-0.05,0.06,-0.03
-0.23,1.56,-10.51,-0.09,0.03,-0.03
-0.28,1.47,-10.65,-0.05,0.03,-0.05
-0.38,1.36,-10.75,-0.04,0.01,-0.07
-0.34,1.29,-10.76,-0.09,0.03,-0.01
-0.42,1.19,-10.80,-0.12,0.06,-0.02
-0.35,1.25,-10.65,-0.14,0.02,-0.02
-0.25,1.61,-10.79,-0.17,0.06,-0.02
0.45,1.98,-11.04,-0.22,0.15,-0.02
2.19,1.91,-10.47,-0.41,0.38,-0.01
3.78,2.19,-7.90,-0.69,0.91,-0.22
3.98,1.85,-6.07,-0.38,1.65,-0.80
2.78,0.09,-7.18,0.64,1.91,-1.43
2.18,-1.48,-6.39,1.23,2.40,-1.67
1.48,-3.39,-6.68,1.71,2.48,-1.55
0.34,-5.47,-9.67,2.34,2.50,-1.27
0.40,-6.78,-12.36,2.59,2.79,-0.70
2.07,-7.03,-14.48,2.02,3.01,0.10
4.75,-7.03,-15.31,1.49,2.89,0.86
7.92,-4.57,-13.38,0.58,2.51,1.48
10.20,-3.09,-10.59,-0.59,2.18,1.76
11.62,-1.21,-11.00,-1.05,0.74,2.25
11.80,-1.23,-10.91,-1.43,-0.35,2.33
13.03,-1.65,-10.21,-2.07,-1.72,2.57
13.90,-2.17,-7.92,-2.80,-2.53,2.36
11.45,-2.01,-7.71,-2.97,-1.88,1.20
9.59,-1.68,-7.54,-2.98,-2.34,0.54
7.24,-0.93,-6.63,-2.85,-2.62,-0.03
4.23,-0.49,-6.71,-2.27,-1.66,-0.87
2.76,-0.57,-6.45,-1.59,-1.20,-1.29
1.58,-0.65,-6.82,-1.02,-1.16,-1.46
-0.78,-1.09,-8.02,-0.54,-0.79,-1.60
-2.77,-0.94,-9.48,-0.17,-0.48,-1.46
-3.61,-0.42,-9.53,-0.18,-0.27,-1.07
-3.40,0.09,-10.06,-0.12,-0.15,-0.63
-2.49,0.36,-10.27,-0.06,0.02,-0.29
-1.38,0.53,-10.51,0.04,0.14,-0.06
