-0.02,0.00,-0.23,0.06,0.44,-0.21
-0.02,0.00,-0.23,0.06,0.44,-0.21
0.08,0.19,-7.76,0.18,1.51,-0.87
2.75,-0.70,-9.47,0.17,2.54,-1.15
4.68,0.72,-12.81,0.13,3.60,-0.80
2.21,0.04,-14.52,0.08,3.50,0.25
4.59,-1.32,-7.90,1.77,3.41,-0.34
7.89,-1.23,-3.90,1.63,2.00,-0.85
8.87,-2.55,-16.91,-0.68,0.91,-0.38
5.85,-1.84,-10.06,0.90,3.09,0.53
4.85,-1.81,-6.34,1.63,2.05,0.33
6.03,-2.18,-5.03,1.30,2.54,-0.39
6.70,-2.10,-4.93,0.26,3.53,-0.92
8.50,-1.37,-9.43,-1.43,0.88,-1.81
12.45,0.20,-7.02,-0.29,2.43,-1.97
13.26,-0.59,-3.92,-0.08,2.86,-0.96
5.64,-2.34,-3.60,0.22,0.83,1.63
9.30,-1.64,-3.77,-0.10,1.22,-0.22
9.56,-1.41,-3.62,-0.04,0.15,0.08
9.55,-1.41,-3.57,-0.07,0.11,0.02
9.57,-1.39,-3.62,-0.07,0.01,0.03
9.56,-1.41,-3.60,-0.07,0.01,0.03
9.56,-1.40,-3.59,-0.07,0.01,0.03
9.56,-1.41,-3.59,-0.07,0.01,0.03
9.57,-1.41,-3.60,-0.07,0.01,0.03
9.57,-1.40,-3.59,-0.07,0.01,0.03
9.56,-1.39,-3.59,-0.07,0.01,0.03
9.57,-1.41,-3.58,-0.07,0.01,0.03
9.57,-1.40,-3.60,-0.07,0.01,0.03
9.57,-1.40,-3.58,-0.07,0.01,0.03
9.57,-1.40,-3.60,-0.07,0.01,0.03
9.58,-1.40,-3.60,-0.07,0.01,0.03
9.57,-1.40,-3.60,-0.07,0.01,0.03
9.56,-1.39,-3.60,-0.07,0.01,0.03
9.58,-1.40,-3.60,-0.07,0.01,0.03
9.56,-1.39,-3.60,-0.07,0.01,0.03
9.57,-1.40,-3.58,-0.07,0.01,0.03
9.57,-1.40,-3.58,-0.07,0.01,0.03
9.58,-1.40,-3.59,-0.07,0.01,0.03
9.56,-1.40,-3.58,-0.07,0.01,0.03
9.57,-1.40,-3.61,-0.07,0.01,0.03
9.59,-1.39,-3.61,-0.07,0.01,0.03
9.57,-1.41,-3.58,-0.07,0.01,0.03
9.58,-1.40,-3.57,-0.07,0.01,0.03
9.58,-1.40,-3.57,-0.07,0.01,0.03
9.58,-1.40,-3.57,-0.07,0.01,0.03
